37.9803090479;63.9291632424;0
38.0392161806;63.9261588182;2
38.0967205165;63.9017213809;6
38.2035239755;63.8778609244;12
38.2701848628;63.8378159211;18
38.3307068504;63.8214882684;21
38.3496079862;63.8124898106;23
