37.9876550297;63.9347729125;1;25
37.9880781921;63.9346477365;1;50
37.9885013507;63.9345225592;1;75
37.9889245055;63.9343973807;1;100
37.9893476565;63.934272201;1;125
37.9897708038;63.93414702;1;150
37.9901939472;63.9340218378;1;175
37.990617087;63.9338966543;1;200
37.9910402229;63.9337714696;1;225
37.9914633551;63.9336462836;1;250
37.9918864835;63.9335210964;1;275
37.9923096082;63.933395908;1;300
37.9927327291;63.9332707183;1;325
37.9931558462;63.9331455273;1;350
37.9935789595;63.9330203352;1;375
37.9940020691;63.9328951417;1;400
37.9944251749;63.9327699471;1;425
37.9948482769;63.9326447512;1;450
37.9952713752;63.932519554;1;475
37.9956944697;63.9323943556;1;500
37.9961175604;63.932269156;1;525
37.9965406473;63.9321439551;1;550
37.9969637305;63.932018753;1;575
37.9973868099;63.9318935496;1;600
37.9978098856;63.931768345;1;625
37.9982329575;63.9316431392;1;650
37.9986560256;63.9315179321;1;675
37.9990790899;63.9313927237;1;700
37.9995021505;63.9312675141;1;725
37.9999252073;63.9311423033;1;750
38.0003482603;63.9310170912;1;775
38.0007713096;63.9308918779;1;800
38.0011943551;63.9307666634;1;825
38.0016173968;63.9306414476;1;850
38.0020404348;63.9305162305;1;875
38.0024634689;63.9303910123;1;900
38.0028864994;63.9302657927;1;925
38.003309526;63.930140572;1;950
38.0037325489;63.93001535;1;975
38.004155568;63.9298901267;1;1000
38.0045785833;63.9297649022;1;1025
38.0050015949;63.9296396765;1;1050
38.0054246027;63.9295144495;1;1075
38.0058476067;63.9293892212;1;1100
38.006270607;63.9292639918;1;1125
38.0066936035;63.9291387611;1;1150
38.0071165962;63.9290135291;1;1175
38.0075395852;63.9288882959;1;1200
38.0079625704;63.9287630615;1;1225
38.0083855518;63.9286378258;1;1250
38.0088085295;63.9285125889;1;1275
38.0092315033;63.9283873507;1;1300
38.0096544735;63.9282621113;1;1325
38.0100774398;63.9281368706;1;1350
38.0105004024;63.9280116287;1;1375
38.0109233612;63.9278863856;1;1400
38.0113463162;63.9277611412;1;1425
38.0117692675;63.9276358956;1;1450
38.012192215;63.9275106487;1;1475
38.0126151587;63.9273854006;1;1500
38.0130380987;63.9272601512;1;1525
38.0134610349;63.9271349006;1;1550
38.0138839673;63.9270096488;1;1575
38.014306896;63.9268843957;1;1600
38.0147298209;63.9267591414;1;1625
38.015152742;63.9266338858;1;1650
38.0155756594;63.926508629;1;1675
38.0159985729;63.926383371;1;1700
38.0164214828;63.9262581117;1;1725
38.0168443888;63.9261328511;1;1750
38.0172672911;63.9260075894;1;1775
38.0176901896;63.9258823263;1;1800
38.0181130843;63.9257570621;1;1825
38.0185359753;63.9256317966;1;1850
38.0189588625;63.9255065298;1;1875
38.019381746;63.9253812618;1;1900
38.0198046256;63.9252559926;1;1925
38.0202275015;63.9251307221;1;1950
38.0206503737;63.9250054504;1;1975
38.021073242;63.9248801775;1;2000
38.0214961066;63.9247549033;1;2025
38.0219189674;63.9246296278;1;2050
38.0223418245;63.9245043511;1;2075
38.0227646778;63.9243790732;1;2100
38.0231875273;63.9242537941;1;2125
38.0236103731;63.9241285136;1;2150
38.0240332151;63.924003232;1;2175
38.0244560533;63.9238779491;1;2200
38.0248788877;63.923752665;1;2225
