38.28671729226500;63.82726655542632;2,5;36;0;0:00;08.08.2017 10:50;
38.28673531901094;63.82725462860046;2,5;107;0;0:00;08.08.2017 10:50;
38.28675334575689;63.82724667738039;2,4;1136;0;0:00;08.08.2017 10:50;
38.28677137250284;63.82723872615808;2,1;2113;0;0:00;08.08.2017 10:50;
38.28678939924880;63.82723077493353;2,2;3108;0;0:00;08.08.2017 10:50;
38.28680742599474;63.82722282370673;2,2;4106;0;0:00;08.08.2017 10:50;
38.28683446611367;63.82721884809251;2;5158;0;0:00;08.08.2017 10:50;
38.28685249285961;63.82721089686233;2;6159;0;0:00;08.08.2017 10:50;
38.28687051960556;63.82720692124642;2;7091;0;0:00;08.08.2017 10:50;
38.28689755972448;63.82719897001288;2,1;8162;0;0:00;08.08.2017 10:50;
38.28691558647043;63.82719101877709;2;9188;0;0:00;08.08.2017 10:50;
38.28693361321638;63.82717909191921;2;10142;0;0:00;08.08.2017 10:50;
38.28695163996233;63.82717114067785;2,1;11058;0;0:00;08.08.2017 10:50;
38.28696966670827;63.82716318943420;2,1;12104;0;0:00;08.08.2017 10:50;
38.28698769345422;63.82715523818833;2;13120;0;0:00;08.08.2017 10:50;
38.28700572020018;63.82714728694020;2,1;14160;0;0:00;08.08.2017 10:50;
38.28702374694613;63.82713933568982;2;15127;0;0:00;08.08.2017 10:50;
38.28705078706505;63.82713138443721;2;16108;0;0:00;08.08.2017 10:50;
38.28706881381100;63.82712740881006;1,9;17112;0;0:00;08.08.2017 10:50;
38.28709585392992;63.82711945755410;1,9;18143;0;0:00;08.08.2017 10:50;
38.28711388067587;63.82711548192525;2;19113;0;0:00;08.08.2017 10:50;
38.28713190742182;63.82711150629586;1,9;20123;0;0:00;08.08.2017 10:50;
38.28714092079479;63.82710355503539;1,8;21047;0;0:00;08.08.2017 10:50;
38.28715894754074;63.82709957940430;1,9;22123;0;0:00;08.08.2017 10:50;
38.28716796091371;63.82709957940430;1,9;23115;0;0:00;08.08.2017 10:50;
38.28718598765966;63.82709560377268;1,9;24091;0;0:00;08.08.2017 10:50;
38.28719500103264;63.82709560377268;1,9;25093;0;0:00;08.08.2017 10:50;
38.28720401440561;63.82709162814047;1,9;26114;0;0:00;08.08.2017 10:50;
38.28722204115155;63.82709560377268;1,9;27103;0;0:00;08.08.2017 10:50;
38.28723105452453;63.82709560377268;2,1;28047;0;0:00;08.08.2017 10:50;
38.28724908127048;63.82709957940430;2,2;29174;0;0:00;08.08.2017 10:50;
38.28726710801642;63.82709957940430;2,2;30180;1;0:00;08.08.2017 10:50;
38.28728513476238;63.82710355503539;2,3;31093;1;0:00;08.08.2017 10:50;
38.28729414813535;63.82710753066589;2,3;32157;1;0:00;08.08.2017 10:50;
38.28731217488130;63.82711150629586;2,2;33163;1;0:00;08.08.2017 10:50;
38.28732118825428;63.82711548192525;2,2;34131;1;0:00;08.08.2017 10:50;
38.28733921500022;63.82711945755410;2,3;35159;1;0:00;08.08.2017 10:50;
38.28734822837320;63.82712343318236;2,2;36118;1;0:00;08.08.2017 10:50;
38.28735724174617;63.82712740881006;2,3;37083;1;0:00;08.08.2017 10:50;
38.28736625511915;63.82713138443721;2,5;38130;1;0:00;08.08.2017 10:50;
38.28738428186509;63.82713536006379;2,6;39116;1;0:00;08.08.2017 10:50;
38.28739329523807;63.82713536006379;2,8;40253;1;0:00;08.08.2017 10:50;
38.28740230861104;63.82713536006379;2,8;41099;1;0:00;08.08.2017 10:50;
38.28742033535699;63.82713933568982;2,8;42102;1;0:00;08.08.2017 10:50;
38.28742934872997;63.82714331131529;2,8;43138;1;0:00;08.08.2017 10:50;
38.28743836210294;63.82714331131529;2,8;44198;1;0:00;08.08.2017 10:50;
38.28744737547591;63.82714728694020;3;45250;1;0:00;08.08.2017 10:50;
38.28745638884889;63.82714728694020;3;46156;1;0:00;08.08.2017 10:50;
38.28746540222186;63.82714728694020;3;47100;1;0:00;08.08.2017 10:50;
38.28747441559484;63.82714728694020;3;48169;1;0:00;08.08.2017 10:50;
38.28748342896781;63.82714728694020;3;49188;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82714728694020;3;50075;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82714331131529;2,8;52161;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82713933568982;2,8;55093;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82713138443721;2,8;56106;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82712740881006;2,9;57091;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82712343318236;2,9;58131;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82711945755410;2,8;59146;1;0:00;08.08.2017 10:50;
38.28749244234079;63.82711150629586;2,7;60059;1;0:01;08.08.2017 10:51;
38.28749244234079;63.82710355503539;2,5;61127;1;0:01;08.08.2017 10:51;
38.28749244234079;63.82709560377268;2,4;62148;1;0:01;08.08.2017 10:51;
38.28748342896781;63.82708765250769;2,4;63137;1;0:01;08.08.2017 10:51;
38.28747441559484;63.82708367687437;2,5;64124;1;0:01;08.08.2017 10:51;
38.28746540222186;63.82707970124051;2,5;65115;1;0:01;08.08.2017 10:51;
38.28745638884889;63.82707174997105;2,5;66224;1;0:01;08.08.2017 10:51;
38.28744737547591;63.82706777433548;2,2;67106;1;0:01;08.08.2017 10:51;
38.28743836210294;63.82705982306264;2;68176;1;0:01;08.08.2017 10:51;
38.28742033535699;63.82705187178759;2,1;69132;1;0:01;08.08.2017 10:51;
38.28741132198402;63.82704789614920;2;70125;1;0:01;08.08.2017 10:51;
